id;region;cantidad_hijos;ingresos_mensuales;ingreso_pcapita;signo_zodiacal;anio_nacimiento;edad;vive_rm;tiene_hijos;entrega_documentos;toma_credito
9910;Región de Arica y Parinacota.;1;884176;294725.3333;2;1970;51;no;no;0;1
8529;Región del Maule.;2;682675;170668.75;3;1968;53;no;no;0;0
1085;Región Metropolitana de Santiago.;2;325498;81374.5;10;1979;42;si;no;0;0
1505;Región de Magallanes y la Antártica Chilena.;2;554217;138554.25;9;1979;42;no;no;0;0
1560;Región de Los Lagos.;0;473746;236873;2;1979;42;no;si;0;0
4056;Región de Los Lagos.;3;493054;98610.8;5;1978;43;no;no;0;0
12002;Región de Los Lagos.;3;1079781;215956.2;3;1974;47;no;no;0;1
7106;Región Metropolitana de Santiago.;1;382738;127579.3333;3;1966;55;si;no;0;0
668;Región del Libertador General Bernardo O’Higgins.;0;775007;387503.5;1;1968;53;no;si;0;1
633;Región de Aysén del General Carlos Ibáñez del Campo.;3;819192;163838.4;6;1975;46;no;no;0;0
4059;Región del Maule.;2;794193;198548.25;10;1963;58;no;no;0;1
3116;Región de Aysén del General Carlos Ibáñez del Campo.;1;1146728;382242.6667;1;1964;57;no;no;0;1
3226;Región del Biobío.;1;1087492;362497.3333;8;1965;56;no;no;0;1
8563;Región de Magallanes y la Antártica Chilena.;1;630395;210131.6667;1;1963;58;no;no;0;0
10679;Región de Antofagasta.;1;350839;116946.3333;9;1964;57;no;no;0;0
2626;Región de Tarapacá.;1;1077888;359296;2;1973;48;no;no;0;1
4073;Región de Los Lagos.;0;956299;478149.5;12;1975;46;no;si;0;1
9523;Región del Libertador General Bernardo O’Higgins.;3;820803;164160.6;8;1969;52;no;no;0;0
6456;Región del Maule.;3;963524;192704.8;6;1976;45;no;no;0;0
5781;Región del Maule.;2;964096;241024;7;1975;46;no;no;0;1
702;Región de Tarapacá.;2;412921;103230.25;4;1981;40;no;no;0;0
6039;Región de Tarapacá.;2;847851;211962.75;1;1976;45;no;no;0;0
9660;Región de Aysén del General Carlos Ibáñez del Campo.;0;396598;198299;3;1972;49;no;si;0;0
10225;Región de Coquimbo.;3;541151;108230.2;10;1978;43;no;no;0;0
11443;Región de La Araucanía.;2;362160;90540;12;1966;55;no;no;0;0
3008;Región de Valparaíso.;2;819611;204902.75;6;1983;38;no;no;0;0
6539;Región de Aysén del General Carlos Ibáñez del Campo.;1;748018;249339.3333;8;1977;44;no;no;0;0
7514;Región de Magallanes y la Antártica Chilena.;3;379982;75996.4;9;1982;39;no;no;0;0
12125;Región de La Araucanía.;1;382122;127374;7;1972;49;no;no;0;0
6637;Región de Los Lagos.;0;495220;247610;9;1982;39;no;si;0;0
5048;Región de Valparaíso.;0;914539;457269.5;4;1974;47;no;si;0;1
7772;Región de Valparaíso.;2;320054;80013.5;8;1977;44;no;no;0;0
3047;Región de Arica y Parinacota.;0;1192038;596019;9;1983;38;no;si;0;1
1544;Región de Coquimbo.;0;556061;278030.5;9;1973;48;no;si;0;0
4642;Región de Aysén del General Carlos Ibáñez del Campo.;2;799836;199959;4;1976;45;no;no;0;0
9204;Región de Magallanes y la Antártica Chilena.;3;426897;85379.4;6;1968;53;no;no;0;0
1538;Región de Coquimbo.;1;1093997;364665.6667;8;1978;43;no;no;0;1
8948;Región de Antofagasta.;2;309091;77272.75;7;1962;59;no;no;0;0
9280;Región de Magallanes y la Antártica Chilena.;3;398060;79612;12;1968;53;no;no;0;0
1614;Región de Valparaíso.;1;1194007;398002.3333;3;1981;40;no;no;0;1
5411;Región del Maule.;0;591966;295983;2;1974;47;no;si;0;0
10591;Región de Los Lagos.;2;925079;231269.75;4;1971;50;no;no;0;1
1616;Región de La Araucanía.;3;765890;153178;12;1982;39;no;no;0;0
6091;Región de Los Ríos.;0;1176840;588420;5;1970;51;no;si;0;1
11486;Región del Ñuble.;2;411258;102814.5;12;1976;45;no;no;0;0
8743;Región del Ñuble.;2;877820;219455;5;1977;44;no;no;0;1
4799;Región de Magallanes y la Antártica Chilena.;1;973083;324361;10;1968;53;no;no;0;1
7659;Región de Arica y Parinacota.;3;354916;70983.2;12;1972;49;no;no;0;0
773;Región de Atacama.;2;581307;145326.75;7;1962;59;no;no;0;0
98;Región de Coquimbo.;0;632889;316444.5;5;1967;54;no;si;0;1
802;Región de Valparaíso.;2;543527;135881.75;8;1962;59;no;no;0;0
3159;Región del Biobío.;1;752099;250699.6667;4;1974;47;no;no;0;1
9709;Región del Biobío.;1;616646;205548.6667;1;1974;47;no;no;0;0
2168;Región de Los Ríos.;1;919965;306655;11;1964;57;no;no;0;1
1012;Región de Arica y Parinacota.;1;491367;163789;2;1971;50;no;no;0;0
6255;Región de Los Lagos.;2;355078;88769.5;11;1962;59;no;no;0;0
333;Región de Atacama.;3;692078;138415.6;12;1962;59;no;no;0;0
6629;Región del Biobío.;1;977955;325985;1;1965;56;no;no;0;1
100;Región de Coquimbo.;2;663296;165824;2;1977;44;no;no;0;0
6202;Región del Ñuble.;2;609058;152264.5;6;1981;40;no;no;0;0
5204;Región de Los Lagos.;0;622270;311135;8;1972;49;no;si;0;1
8371;Región del Libertador General Bernardo O’Higgins.;1;320659;106886.3333;7;1975;46;no;no;0;0
4526;Región Metropolitana de Santiago.;3;1195444;239088.8;3;1982;39;si;no;0;1
10398;Región de Coquimbo.;2;942708;235677;7;1969;52;no;no;0;1
9207;Región de Magallanes y la Antártica Chilena.;0;783780;391890;11;1965;56;no;si;0;1
2142;Región de Atacama.;2;860474;215118.5;6;1983;38;no;no;0;0
2761;Región de Atacama.;2;1017178;254294.5;7;1973;48;no;no;0;1
12071;Región de Aysén del General Carlos Ibáñez del Campo.;0;605148;302574;12;1981;40;no;si;0;0
2231;Región de Magallanes y la Antártica Chilena.;1;614520;204840;9;1983;38;no;no;0;0
1674;Región de Atacama.;1;702159;234053;6;1974;47;no;no;0;0
5196;Región de Los Ríos.;2;442606;110651.5;5;1979;42;no;no;0;0
5636;Región de Magallanes y la Antártica Chilena.;3;461842;92368.4;11;1976;45;no;no;0;0
12035;Región del Ñuble.;1;1116265;372088.3333;7;1982;39;no;no;0;1
9600;Región de Valparaíso.;0;371339;185669.5;8;1980;41;no;si;0;0
2914;Región del Ñuble.;3;1184271;236854.2;9;1971;50;no;no;0;1
10308;Región de Aysén del General Carlos Ibáñez del Campo.;3;935645;187129;9;1982;39;no;no;0;0
8423;Región de Magallanes y la Antártica Chilena.;2;843809;210952.25;5;1982;39;no;no;0;0
7055;Región de Tarapacá.;3;646452;129290.4;1;1980;41;no;no;0;0
6238;Región del Libertador General Bernardo O’Higgins.;3;775779;155155.8;7;1965;56;no;no;0;0
4568;Región del Ñuble.;3;481593;96318.6;11;1983;38;no;no;0;0
701;Región de Coquimbo.;0;352511;176255.5;9;1971;50;no;si;0;0
8782;Región de Coquimbo.;2;711460;177865;1;1972;49;no;no;0;0
10229;Región del Libertador General Bernardo O’Higgins.;2;1053478;263369.5;3;1979;42;no;no;0;1
2242;Región del Biobío.;3;875618;175123.6;3;1976;45;no;no;0;0
12298;Región del Libertador General Bernardo O’Higgins.;2;730607;182651.75;12;1969;52;no;no;0;0
4308;Región de Aysén del General Carlos Ibáñez del Campo.;2;659199;164799.75;11;1969;52;no;no;0;0
4334;Región del Libertador General Bernardo O’Higgins.;3;977346;195469.2;2;1963;58;no;no;0;1
8878;Región de Los Ríos.;2;358689;89672.25;10;1966;55;no;no;0;0
4326;Región de Magallanes y la Antártica Chilena.;2;364879;91219.75;11;1964;57;no;no;0;0
10004;Región Metropolitana de Santiago.;2;1085351;271337.75;8;1981;40;si;no;0;1
12280;Región de La Araucanía.;0;1132488;566244;8;1976;45;no;si;0;1
3355;Región de Los Lagos.;3;744757;148951.4;8;1982;39;no;no;0;0
9116;Región de Valparaíso.;0;602092;301046;12;1968;53;no;si;0;1
11185;Región de Los Lagos.;2;309641;77410.25;5;1978;43;no;no;0;0
9047;Región de Valparaíso.;1;828616;276205.3333;7;1983;38;no;no;0;1
9137;Región del Libertador General Bernardo O’Higgins.;2;563184;140796;1;1974;47;no;no;0;0
9860;Región de La Araucanía.;2;386849;96712.25;5;1974;47;no;no;0;0
8049;Región de Coquimbo.;1;701521;233840.3333;11;1965;56;no;no;0;1
3887;Región del Maule.;3;970846;194169.2;12;1980;41;no;no;0;0
8872;Región de Aysén del General Carlos Ibáñez del Campo.;3;502382;100476.4;9;1982;39;no;no;0;0
4130;Región de Los Lagos.;2;860972;215243;8;1977;44;no;no;0;0
2368;Región de Tarapacá.;3;391479;78295.8;10;1978;43;no;no;0;0
4045;Región de Los Ríos.;0;1031916;515958;1;1980;41;no;si;0;1
359;Región del Biobío.;0;340925;170462.5;11;1974;47;no;si;0;0
5809;Región de Los Ríos.;3;796409;159281.8;7;1965;56;no;no;0;0
2118;Región de Tarapacá.;0;807120;403560;2;1964;57;no;si;0;1
10263;Región de Valparaíso.;1;532025;177341.6667;1;1970;51;no;no;0;0
11831;Región de Atacama.;2;320291;80072.75;10;1974;47;no;no;0;0
8960;Región de Antofagasta.;3;775952;155190.4;10;1969;52;no;no;0;0
11328;Región de Aysén del General Carlos Ibáñez del Campo.;1;570958;190319.3333;4;1965;56;no;no;0;0
5515;Región de Atacama.;0;954903;477451.5;10;1971;50;no;si;0;1
5717;Región de Los Lagos.;0;1004189;502094.5;5;1973;48;no;si;0;1
7263;Región de Coquimbo.;1;980289;326763;10;1963;58;no;no;0;1
7197;Región del Ñuble.;1;525328;175109.3333;6;1973;48;no;no;0;0
4876;Región del Biobío.;2;883889;220972.25;12;1979;42;no;no;0;0
9692;Región de Atacama.;2;920120;230030;9;1975;46;no;no;0;1
10853;Región de Antofagasta.;0;469111;234555.5;6;1972;49;no;si;0;0
4619;Región del Biobío.;2;929040;232260;1;1963;58;no;no;0;1
1826;Región de Los Lagos.;0;791263;395631.5;2;1963;58;no;si;0;1
6294;Región del Libertador General Bernardo O’Higgins.;1;570386;190128.6667;6;1981;40;no;no;0;0
3613;Región del Biobío.;1;346567;115522.3333;12;1962;59;no;no;0;0
5243;Región del Libertador General Bernardo O’Higgins.;3;756657;151331.4;9;1964;57;no;no;0;0
110;Región del Libertador General Bernardo O’Higgins.;0;757472;378736;11;1983;38;no;si;0;1
103;Región de Coquimbo.;1;682957;227652.3333;1;1966;55;no;no;0;1
7765;Región de Aysén del General Carlos Ibáñez del Campo.;0;664524;332262;3;1973;48;no;si;0;1
3547;Región de Atacama.;1;1052047;350682.3333;6;1975;46;no;no;0;1
7707;Región de Atacama.;2;428473;107118.25;9;1964;57;no;no;0;0
326;Región del Biobío.;0;1155462;577731;4;1974;47;no;si;0;1
12517;Región de Los Lagos.;2;1008184;252046;1;1978;43;no;no;0;1
8598;Región de Coquimbo.;2;527570;131892.5;10;1970;51;no;no;0;0
2193;Región del Biobío.;1;928708;309569.3333;5;1973;48;no;no;0;1
5444;Región de Los Lagos.;1;1195513;398504.3333;11;1971;50;no;no;0;1
10915;Región de Atacama.;2;678141;169535.25;2;1976;45;no;no;0;0
10044;Región de Arica y Parinacota.;0;1070559;535279.5;7;1975;46;no;si;0;1
5862;Región Metropolitana de Santiago.;1;915832;305277.3333;1;1972;49;si;no;0;1
6917;Región de Aysén del General Carlos Ibáñez del Campo.;0;950563;475281.5;4;1980;41;no;si;0;1
9894;Región de Los Lagos.;0;749610;374805;12;1970;51;no;si;0;1
8713;Región de Coquimbo.;1;927235;309078.3333;9;1965;56;no;no;0;1
6373;Región de Los Lagos.;3;429510;85902;10;1972;49;no;no;0;0
2090;Región de Coquimbo.;2;647977;161994.25;7;1963;58;no;no;0;0
5201;Región de Valparaíso.;0;341000;170500;4;1966;55;no;si;0;0
4196;Región de Magallanes y la Antártica Chilena.;0;426138;213069;5;1964;57;no;si;0;0
4171;Región de Magallanes y la Antártica Chilena.;0;642490;321245;10;1971;50;no;si;0;1
9615;Región de Tarapacá.;2;628235;157058.75;9;1970;51;no;no;0;0
3960;Región del Ñuble.;3;938629;187725.8;11;1982;39;no;no;0;0
11701;Región de Tarapacá.;1;653978;217992.6667;12;1977;44;no;no;0;0
7284;Región de Arica y Parinacota.;2;929490;232372.5;1;1968;53;no;no;0;1
2272;Región de Aysén del General Carlos Ibáñez del Campo.;2;350038;87509.5;3;1965;56;no;no;0;0
10800;Región del Ñuble.;0;574667;287333.5;8;1976;45;no;si;0;0
11650;Región de Coquimbo.;2;872730;218182.5;9;1981;40;no;no;0;0
6822;Región del Biobío.;1;565637;188545.6667;7;1968;53;no;no;0;0
1704;Región del Biobío.;2;306747;76686.75;11;1970;51;no;no;0;0
7816;Región de La Araucanía.;3;736101;147220.2;9;1975;46;no;no;0;0
3846;Región de Valparaíso.;1;674229;224743;10;1965;56;no;no;0;1
4084;Región del Biobío.;2;356649;89162.25;4;1974;47;no;no;0;0
11301;Región del Biobío.;0;426103;213051.5;1;1972;49;no;si;0;0
7924;Región de La Araucanía.;2;1169139;292284.75;4;1962;59;no;no;0;1
3042;Región Metropolitana de Santiago.;1;1121464;373821.3333;12;1974;47;si;no;0;1
5697;Región de Valparaíso.;3;516869;103373.8;8;1965;56;no;no;0;0
3246;Región de Atacama.;1;1144620;381540;7;1968;53;no;no;0;1
9750;Región de Valparaíso.;2;1096183;274045.75;12;1983;38;no;no;0;1
9478;Región Metropolitana de Santiago.;3;788026;157605.2;11;1983;38;si;no;0;0
2304;Región de Valparaíso.;0;744750;372375;2;1973;48;no;si;0;1
12563;Región del Libertador General Bernardo O’Higgins.;0;954233;477116.5;6;1972;49;no;si;0;1
8140;Región de Antofagasta.;2;766348;191587;10;1963;58;no;no;0;1
1329;Región de Valparaíso.;2;629762;157440.5;5;1967;54;no;no;0;0
9437;Región del Biobío.;3;518592;103718.4;3;1972;49;no;no;0;0
2487;Región del Libertador General Bernardo O’Higgins.;1;915902;305300.6667;6;1963;58;no;no;0;1
11018;Región del Libertador General Bernardo O’Higgins.;1;744248;248082.6667;7;1973;48;no;no;0;1
2036;Región de Arica y Parinacota.;1;508447;169482.3333;9;1963;58;no;no;0;0
7839;Región del Ñuble.;3;1021689;204337.8;3;1976;45;no;no;0;1
7405;Región de La Araucanía.;0;987756;493878;11;1964;57;no;si;0;1
11522;Región de La Araucanía.;0;1131740;565870;5;1967;54;no;si;0;1
2159;Región de Valparaíso.;0;1044092;522046;11;1976;45;no;si;0;1
1619;Región de Coquimbo.;0;505000;252500;7;1981;40;no;si;0;0
10770;Región de Atacama.;3;1062851;212570.2;11;1979;42;no;no;0;1
2319;Región de Magallanes y la Antártica Chilena.;0;652407;326203.5;12;1963;58;no;si;0;1
12463;Región Metropolitana de Santiago.;2;590548;147637;3;1971;50;si;no;0;0
6859;Región de Los Lagos.;2;766460;191615;8;1969;52;no;no;0;0
101;Región de Tarapacá.;0;419403;209701.5;1;1969;52;no;si;0;0
5815;Región de Tarapacá.;2;604218;151054.5;1;1964;57;no;no;0;0
605;Región de Los Lagos.;0;831647;415823.5;10;1979;42;no;si;0;1
10844;Región de Atacama.;1;585269;195089.6667;8;1969;52;no;no;0;0
10778;Región de Arica y Parinacota.;1;830801;276933.6667;10;1974;47;no;no;0;1
2685;Región de Aysén del General Carlos Ibáñez del Campo.;3;366566;73313.2;9;1964;57;no;no;0;0
4942;Región de Magallanes y la Antártica Chilena.;0;452562;226281;10;1972;49;no;si;0;0
5911;Región de La Araucanía.;2;513836;128459;5;1969;52;no;no;0;0
6064;Región de Valparaíso.;0;424565;212282.5;11;1970;51;no;si;0;0
8831;Región del Maule.;3;760803;152160.6;12;1971;50;no;no;0;0
4347;Región del Maule.;3;881597;176319.4;7;1968;53;no;no;0;0
11999;Región de Atacama.;3;908962;181792.4;11;1976;45;no;no;0;0
748;Región del Ñuble.;1;626465;208821.6667;12;1970;51;no;no;0;0
4846;Región del Maule.;3;389037;77807.4;7;1970;51;no;no;0;0
3191;Región de Arica y Parinacota.;0;654028;327014;1;1977;44;no;si;0;1
159;Región de Los Lagos.;3;957143;191428.6;11;1981;40;no;no;1;0
926;Región del Maule.;3;868238;173647.6;9;1962;59;no;no;0;1
8652;Región de Valparaíso.;3;641365;128273;9;1981;40;no;no;0;0
9320;Región de Arica y Parinacota.;0;913237;456618.5;12;1978;43;no;si;0;1
12092;Región de Los Lagos.;3;350326;70065.2;10;1969;52;no;no;0;0
7995;Región de Arica y Parinacota.;3;1020129;204025.8;8;1965;56;no;no;0;1
7618;Región de Los Lagos.;0;1009674;504837;2;1981;40;no;si;0;1
4049;Región Metropolitana de Santiago.;0;1067507;533753.5;6;1973;48;si;si;0;1
9281;Región de Magallanes y la Antártica Chilena.;1;595096;198365.3333;5;1966;55;no;no;0;0
11249;Región de Aysén del General Carlos Ibáñez del Campo.;0;1050417;525208.5;9;1981;40;no;si;0;1
11821;Región de Coquimbo.;0;830215;415107.5;10;1979;42;no;si;0;1
2880;Región de Los Ríos.;1;735959;245319.6667;4;1968;53;no;no;0;1
10101;Región Metropolitana de Santiago.;1;670682;223560.6667;6;1964;57;si;no;0;1
4327;Región de Arica y Parinacota.;1;964986;321662;8;1969;52;no;no;0;1
6782;Región del Biobío.;1;325476;108492;10;1981;40;no;no;0;0
7890;Región de Atacama.;0;1120915;560457.5;10;1963;58;no;si;0;1
5536;Región de Arica y Parinacota.;3;971554;194310.8;4;1971;50;no;no;0;1
3423;Región de Magallanes y la Antártica Chilena.;1;1073728;357909.3333;3;1965;56;no;no;0;1
1849;Región de Magallanes y la Antártica Chilena.;1;737893;245964.3333;10;1977;44;no;no;1;0
9930;Región de Atacama.;0;1104707;552353.5;9;1971;50;no;si;0;1
1093;Región de Magallanes y la Antártica Chilena.;3;1036065;207213;10;1964;57;no;no;0;1
1094;Región de Coquimbo.;2;1134568;283642;11;1969;52;no;no;0;1
12163;Región de Atacama.;1;462704;154234.6667;5;1962;59;no;no;0;0
4565;Región de Arica y Parinacota.;1;848667;282889;3;1969;52;no;no;1;1
6623;Región de Tarapacá.;1;361233;120411;3;1963;58;no;no;0;0
7993;Región del Libertador General Bernardo O’Higgins.;3;1062062;212412.4;10;1980;41;no;no;0;1
2223;Región del Ñuble.;3;850114;170022.8;10;1968;53;no;no;0;0
8704;Región del Ñuble.;0;1138326;569163;10;1980;41;no;si;0;1
9908;Región de Valparaíso.;0;484113;242056.5;5;1965;56;no;si;0;0
6969;Región de Los Lagos.;1;460090;153363.3333;4;1963;58;no;no;0;0
753;Región de Valparaíso.;2;1145567;286391.75;5;1973;48;no;no;0;1
750;Región de Los Lagos.;0;448242;224121;8;1974;47;no;si;0;0
10554;Región del Ñuble.;0;785962;392981;2;1979;42;no;si;0;1
9725;Región del Libertador General Bernardo O’Higgins.;1;394227;131409;4;1980;41;no;no;0;0
8002;Región de Magallanes y la Antártica Chilena.;2;997765;249441.25;11;1964;57;no;no;0;1
1810;Región de Atacama.;3;431481;86296.2;2;1980;41;no;no;0;0
5328;Región de Arica y Parinacota.;1;1017176;339058.6667;12;1980;41;no;no;0;1
12267;Región de Arica y Parinacota.;3;613194;122638.8;11;1972;49;no;no;1;0
8979;Región Metropolitana de Santiago.;2;618593;154648.25;8;1973;48;si;no;0;0
10864;Región de Tarapacá.;2;1092477;273119.25;4;1977;44;no;no;0;1
7091;Región del Maule.;1;823422;274474;2;1974;47;no;no;0;1
6944;Región de Atacama.;0;1192921;596460.5;4;1979;42;no;si;0;1
6220;Región de Los Ríos.;1;387051;129017;11;1977;44;no;no;0;0
2071;Región de Valparaíso.;1;368574;122858;3;1974;47;no;no;0;0
9754;Región de Los Ríos.;3;428610;85722;6;1973;48;no;no;0;0
2270;Región de Arica y Parinacota.;1;726975;242325;10;1976;45;no;no;0;0
11360;Región de Tarapacá.;2;660072;165018;11;1966;55;no;no;0;0
525;Región de Los Lagos.;0;790840;395420;7;1966;55;no;si;0;1
3356;Región de Atacama.;1;1135139;378379.6667;8;1980;41;no;no;0;1
1596;Región de La Araucanía.;3;629494;125898.8;2;1980;41;no;no;0;0
2642;Región del Biobío.;1;727662;242554;6;1975;46;no;no;0;0
6309;Región Metropolitana de Santiago.;3;564892;112978.4;7;1963;58;si;no;0;0
1645;Región de Los Ríos.;2;1021153;255288.25;7;1976;45;no;no;0;1
9969;Región del Biobío.;2;390258;97564.5;3;1978;43;no;no;0;0
7007;Región de Los Lagos.;3;400598;80119.6;10;1965;56;no;no;0;0
1963;Región de Aysén del General Carlos Ibáñez del Campo.;0;663495;331747.5;12;1966;55;no;si;0;1
8924;Región de Los Ríos.;2;534530;133632.5;10;1962;59;no;no;1;0
5084;Región de Los Lagos.;0;706904;353452;8;1981;40;no;si;0;1
3532;Región de Coquimbo.;0;993812;496906;5;1981;40;no;si;0;1
7572;Región del Ñuble.;0;342143;171071.5;9;1962;59;no;si;0;0
1804;Región del Libertador General Bernardo O’Higgins.;0;828373;414186.5;6;1964;57;no;si;0;1
7555;Región de La Araucanía.;0;441337;220668.5;8;1963;58;no;si;0;0
6329;Región del Biobío.;0;611379;305689.5;1;1982;39;no;si;0;0
552;Región de Valparaíso.;2;462901;115725.25;5;1968;53;no;no;0;0
8851;Región Metropolitana de Santiago.;1;575900;191966.6667;2;1979;42;si;no;0;0
4723;Región de Magallanes y la Antártica Chilena.;3;920441;184088.2;11;1971;50;no;no;0;1
842;Región del Libertador General Bernardo O’Higgins.;2;847136;211784;3;1966;55;no;no;0;1
9131;Región del Libertador General Bernardo O’Higgins.;3;1023738;204747.6;3;1974;47;no;no;0;1
5286;Región de Aysén del General Carlos Ibáñez del Campo.;2;909521;227380.25;10;1974;47;no;no;0;1
11698;Región del Biobío.;2;1192782;298195.5;9;1971;50;no;no;0;1
11530;Región del Libertador General Bernardo O’Higgins.;1;759871;253290.3333;2;1973;48;no;no;0;1
10701;Región de Atacama.;2;979458;244864.5;7;1981;40;no;no;0;1
11431;Región de Coquimbo.;3;545057;109011.4;11;1983;38;no;no;0;0
9452;Región de Atacama.;1;763430;254476.6667;3;1968;53;no;no;1;1
6361;Región del Biobío.;0;410328;205164;5;1979;42;no;si;0;0
1031;Región de Magallanes y la Antártica Chilena.;1;590362;196787.3333;10;1969;52;no;no;0;0
2793;Región de La Araucanía.;3;915383;183076.6;7;1965;56;no;no;0;1
6413;Región del Ñuble.;2;832155;208038.75;12;1979;42;no;no;0;0
1867;Región de Antofagasta.;1;467414;155804.6667;8;1980;41;no;no;0;0
7759;Región de Antofagasta.;3;396583;79316.6;1;1963;58;no;no;0;0
12195;Región del Ñuble.;0;874736;437368;7;1975;46;no;si;0;1
2387;Región Metropolitana de Santiago.;1;1178139;392713;2;1979;42;si;no;0;1
2449;Región de Coquimbo.;0;736101;368050.5;2;1977;44;no;si;0;1
2575;Región de Aysén del General Carlos Ibáñez del Campo.;2;636402;159100.5;9;1969;52;no;no;0;0
11562;Región de Antofagasta.;1;333507;111169;3;1964;57;no;no;0;0
3239;Región de Atacama.;3;1092304;218460.8;6;1967;54;no;no;0;1
5454;Región del Ñuble.;1;693192;231064;5;1978;43;no;no;0;0
6555;Región de La Araucanía.;2;962302;240575.5;12;1968;53;no;no;0;1
6903;Región de Aysén del General Carlos Ibáñez del Campo.;0;983808;491904;2;1970;51;no;si;0;1
11863;Región de Los Ríos.;1;818373;272791;1;1977;44;no;no;0;1
6254;Región del Biobío.;0;816663;408331.5;1;1964;57;no;si;0;1
3405;Región del Biobío.;0;1081222;540611;5;1979;42;no;si;0;1
7443;Región de Magallanes y la Antártica Chilena.;3;1078717;215743.4;6;1974;47;no;no;0;1
4630;Región del Libertador General Bernardo O’Higgins.;2;925044;231261;6;1974;47;no;no;0;1
11343;Región de Magallanes y la Antártica Chilena.;1;862903;287634.3333;6;1977;44;no;no;0;1
9763;Región de Tarapacá.;1;609041;203013.6667;2;1977;44;no;no;0;0
8343;Región de Los Ríos.;2;907575;226893.75;7;1972;49;no;no;0;1
2194;Región de Coquimbo.;0;1069277;534638.5;6;1964;57;no;si;0;1
3276;Región de Tarapacá.;3;1185729;237145.8;6;1973;48;no;no;0;1
1009;Región de Atacama.;1;899455;299818.3333;3;1976;45;no;no;0;1
9636;Región del Maule.;1;598206;199402;3;1976;45;no;no;0;0
4260;Región del Ñuble.;2;1015625;253906.25;1;1975;46;no;no;0;1
8694;Región de Atacama.;3;1070528;214105.6;8;1976;45;no;no;0;1
733;Región de La Araucanía.;2;1161469;290367.25;7;1983;38;no;no;0;1
8038;Región de Los Lagos.;2;1098209;274552.25;4;1983;38;no;no;0;1
1289;Región de Atacama.;3;763081;152616.2;6;1967;54;no;no;0;0
2436;Región de Magallanes y la Antártica Chilena.;0;821817;410908.5;8;1966;55;no;si;0;1
616;Región de La Araucanía.;0;465939;232969.5;1;1982;39;no;si;0;0
11424;Región del Libertador General Bernardo O’Higgins.;0;932943;466471.5;3;1972;49;no;si;0;1
1368;Región del Ñuble.;3;787284;157456.8;7;1983;38;no;no;0;0
5494;Región de Atacama.;3;644611;128922.2;5;1983;38;no;no;0;0
1103;Región del Biobío.;1;444331;148110.3333;8;1983;38;no;no;0;0
11274;Región de Aysén del General Carlos Ibáñez del Campo.;2;508798;127199.5;10;1968;53;no;no;0;0
3001;Región del Ñuble.;3;734765;146953;4;1979;42;no;no;0;0
139;Región Metropolitana de Santiago.;0;830038;415019;7;1976;45;si;si;0;1
9668;Región de Los Lagos.;2;999525;249881.25;4;1969;52;no;no;0;1
6234;Región del Libertador General Bernardo O’Higgins.;2;883620;220905;6;1970;51;no;no;0;1
8029;Región del Libertador General Bernardo O’Higgins.;3;424249;84849.8;2;1974;47;no;no;0;0
3282;Región de Magallanes y la Antártica Chilena.;3;1120252;224050.4;7;1983;38;no;no;0;1
164;Región de Atacama.;1;1128291;376097;3;1967;54;no;no;0;1
6848;Región de Coquimbo.;3;1012875;202575;2;1965;56;no;no;0;1
9192;Región de Arica y Parinacota.;1;935729;311909.6667;10;1974;47;no;no;0;1
3916;Región de Magallanes y la Antártica Chilena.;0;492384;246192;9;1965;56;no;si;0;0
1601;Región de Coquimbo.;0;415802;207901;6;1969;52;no;si;0;0
1589;Región del Maule.;3;962758;192551.6;8;1975;46;no;no;0;1
2398;Región del Biobío.;0;667095;333547.5;9;1974;47;no;si;0;1
5491;Región de Arica y Parinacota.;1;1180130;393376.6667;9;1980;41;no;no;0;1
7476;Región Metropolitana de Santiago.;1;1133674;377891.3333;1;1979;42;si;no;0;1
8589;Región del Libertador General Bernardo O’Higgins.;0;1069215;534607.5;8;1967;54;no;si;0;1
4923;Región del Maule.;2;704646;176161.5;5;1980;41;no;no;0;0
8795;Región del Ñuble.;1;613571;204523.6667;9;1981;40;no;no;0;0
8431;Región Metropolitana de Santiago.;1;342556;114185.3333;2;1964;57;si;no;0;0
9967;Región de Valparaíso.;3;1061258;212251.6;9;1974;47;no;no;0;1
911;Región del Maule.;3;1049878;209975.6;12;1977;44;no;no;0;1
7915;Región de Los Lagos.;0;442663;221331.5;7;1973;48;no;si;0;0
7398;Región del Libertador General Bernardo O’Higgins.;0;1071966;535983;3;1975;46;no;si;0;1
8241;Región del Ñuble.;1;1153466;384488.6667;11;1974;47;no;no;0;1
2577;Región de Magallanes y la Antártica Chilena.;2;842905;210726.25;6;1973;48;no;no;0;1
10379;Región del Ñuble.;0;668570;334285;4;1982;39;no;si;0;1
9439;Región de La Araucanía.;2;1019212;254803;4;1982;39;no;no;0;1
5119;Región del Biobío.;3;1012057;202411.4;8;1973;48;no;no;0;1
1115;Región de Los Ríos.;1;1191343;397114.3333;9;1981;40;no;no;0;1
6404;Región de Los Lagos.;3;953782;190756.4;9;1970;51;no;no;0;1
9372;Región de Los Ríos.;1;343530;114510;12;1967;54;no;no;0;0
1562;Región del Libertador General Bernardo O’Higgins.;1;725374;241791.3333;5;1966;55;no;no;0;1
12317;Región del Maule.;3;460158;92031.6;8;1965;56;no;no;0;0
