NDOC,FECHA,Tipo de Producto o Servicio,CPROD,Producto/Servicio,Variante,Tipo de Prod.,Estacion
10204,28/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10205,28/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10205,28/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10206,28/08/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Invierno
10207,28/08/2019,Abarrotes,6,Capri,Sabor a Frutilla 30g,Comestible,Invierno
10207,28/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10208,28/08/2019,Accesorio auto,1558113370468,Areon,Fresco Coco,Accesorio Auto,Invierno
10209,29/08/2019,Abarrotes,67,Protein Bite,Cookies&Cream,Comestible,Invierno
10209,29/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10210,29/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10210,29/08/2019,Accesorio auto,1550518887448,Polish Wax,Cera,Accesorio Auto,Invierno
10211,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10211,29/08/2019,Abarrotes,92,Chicle Bigtime,Aqua,Comestible,Invierno
10212,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10213,29/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10213,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10214,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10214,29/08/2019,Abarrotes,64,Paleo Bar,Almendras Coco,Comestible,Invierno
10215,29/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10216,29/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10216,29/08/2019,Abarrotes,1566837215529,Alfajor Bon o Bon,Blanco,Comestible,Invierno
10216,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10216,29/08/2019,Accesorio auto,1558113370468,Areon,Fresco Coco,Accesorio Auto,Invierno
10217,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10218,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10218,29/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10218,29/08/2019,Abarrotes,71,Protein snack,Rich caramel,Comestible,Invierno
10219,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10220,29/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10221,29/08/2019,Accesorio auto,1558113370468,Areon,Fresco Coco,Accesorio Auto,Invierno
10221,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10222,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10223,29/08/2019,Bebidas,108,Vitamin Water,Essential,Bebestible,Invierno
10224,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10225,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10226,29/08/2019,Bebidas,1553633985576,Redbull,Yellow edition,Bebestible,Invierno
10227,29/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10228,29/08/2019,Helados,143,Cremoso,Manjar Nuez,Comestible,Invierno
10228,29/08/2019,Helados,1551785278052,Relleno,Platano Manjar,Comestible,Invierno
10228,29/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10229,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10230,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10230,29/08/2019,Abarrotes,1557503865584,Nut Bar,Nuts & Pistachos,Comestible,Invierno
10231,29/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10232,29/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10233,29/08/2019,Helados,145,Relleno,Frutilla Leche condensada,Comestible,Invierno
10234,29/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10234,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10235,29/08/2019,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Invierno
10236,29/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10237,29/08/2019,Savory,1565199543030,Clásico,Chocolito,Comestible,Invierno
10238,29/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10239,29/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10239,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10240,29/08/2019,Abarrotes,63,Paleo Bar,Avellanas Cacao,Comestible,Invierno
10240,29/08/2019,Abarrotes,73,Protein snack,Chocolate&crispis,Comestible,Invierno
10241,29/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10242,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10243,29/08/2019,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Invierno
10243,29/08/2019,Abarrotes,130,Mini,Toddy,Comestible,Invierno
10244,29/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10245,29/08/2019,Abarrotes,130,Mini,Toddy,Comestible,Invierno
10245,29/08/2019,Abarrotes,1560971433698,Maní,Japonés,Comestible,Invierno
10246,29/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10247,29/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10247,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10248,29/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10249,29/08/2019,Savory,1565293296199,Sahne Nuss,Cono,Comestible,Invierno
10249,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10250,29/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10251,29/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10252,30/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10253,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10254,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10255,30/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10255,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10255,30/08/2019,Accesorio auto,1545411641084,Renovador de neumatico,Spray 300ml,Accesorio Auto,Invierno
10256,30/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10257,30/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10257,30/08/2019,Abarrotes,73,Protein snack,Chocolate&crispis,Comestible,Invierno
10258,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10259,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10259,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10259,30/08/2019,Abarrotes,1557503865584,Nut Bar,Nuts & Pistachos,Comestible,Invierno
10260,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10261,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10262,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10263,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10264,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10265,30/08/2019,Bebidas,102,Aquarius,Manzana 500ml,Bebestible,Invierno
10266,30/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10267,30/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10268,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10268,30/08/2019,Accesorio auto,1549038072926,Slim,Ocean Breeze,Accesorio Auto,Invierno
10269,30/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10270,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10271,30/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10272,30/08/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Invierno
10273,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10273,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10274,30/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10275,30/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10276,30/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10276,30/08/2019,Abarrotes,56,Barra chocolate,Trencito 24g,Comestible,Invierno
10277,30/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10277,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10278,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10279,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10279,30/08/2019,Bebidas,102,Aquarius,Manzana 500ml,Bebestible,Invierno
10280,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10281,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10282,30/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10282,30/08/2019,Abarrotes,66,Protein Bite,Chocolate&Crunch,Comestible,Invierno
10283,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10284,30/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10284,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10285,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10286,30/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10286,30/08/2019,Bebidas,1554228276960,Redbull,Sugar Free,Bebestible,Invierno
10286,30/08/2019,Abarrotes,89,Chicle Bigtime,Strong,Comestible,Invierno
10287,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10288,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10289,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10290,30/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10291,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10292,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10293,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10293,30/08/2019,Savory,1565292105582,Helado,Kriko,Comestible,Invierno
10293,30/08/2019,Savory,1565199543030,Clásico,Chocolito,Comestible,Invierno
10294,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10295,30/08/2019,Savory,1565292358867,Bilz,Pap,Comestible,Invierno
10296,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10296,30/08/2019,Helados,1551785278052,Relleno,Platano Manjar,Comestible,Invierno
10296,30/08/2019,Helados,145,Relleno,Frutilla Leche condensada,Comestible,Invierno
10297,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10298,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10299,30/08/2019,Accesorio auto,1545835679641,Areon,KEN Vainilla,Accesorio Auto,Invierno
10300,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10301,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10302,30/08/2019,Abarrotes,1554312996183,Toddy,Block Vainilla,Comestible,Invierno
10303,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10304,30/08/2019,Abarrotes,89,Chicle Bigtime,Strong,Comestible,Invierno
10305,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10306,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10306,30/08/2019,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Invierno
10307,30/08/2019,Savory,1565292762998,Mega,Manjar Galletas,Comestible,Invierno
10307,30/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10308,30/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10309,30/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10310,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10310,30/08/2019,Abarrotes,54,Barra chocolate,Kit Kat 41g,Comestible,Invierno
10311,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10312,30/08/2019,Bebidas,104,Aquarius,Limonada 500ml,Bebestible,Invierno
10313,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10314,30/08/2019,Bebidas,1551115774257,Cachantun,Gasificada 500ml,Bebestible,Invierno
10315,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10315,30/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10316,30/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10317,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10318,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10319,30/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10319,30/08/2019,Abarrotes,120,Doritos,Sabor Queso 45g,Comestible,Invierno
10320,30/08/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Invierno
10320,30/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10320,30/08/2019,Abarrotes,1554753519474,Mini Triton,Chocolate,Comestible,Invierno
10321,30/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10322,30/08/2019,Accesorio auto,1545837208369,Toalla,Para tableros,Accesorio Auto,Invierno
10322,30/08/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Invierno
10323,30/08/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Invierno
10323,30/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10324,31/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10325,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10326,31/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10327,31/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10327,31/08/2019,Abarrotes,54,Barra chocolate,Kit Kat 41g,Comestible,Invierno
10328,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10329,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10330,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10331,31/08/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Invierno
10332,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10333,31/08/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Invierno
10334,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10335,31/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10336,31/08/2019,Bebidas,1553633985576,Redbull,Yellow edition,Bebestible,Invierno
10336,31/08/2019,Abarrotes,76,Mini Triton,sabor vainilla 40g,Comestible,Invierno
10337,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10338,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10338,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10338,31/08/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10339,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10340,31/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10341,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10342,31/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10343,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10344,31/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10345,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10346,31/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10347,31/08/2019,Savory,1565199543030,Clásico,Chocolito,Comestible,Invierno
10347,31/08/2019,Helados,136,Frutal,Piña,Comestible,Invierno
10348,31/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10349,31/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10350,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10350,31/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10351,31/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10351,31/08/2019,Savory,1565203102295,Pura Fruta,Piña,Comestible,Invierno
10351,31/08/2019,Savory,1565292358867,Bilz,Pap,Comestible,Invierno
10351,31/08/2019,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Invierno
10352,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10353,31/08/2019,Helados,139,Cremoso,Chocolate Almendra,Comestible,Invierno
10353,31/08/2019,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Invierno
10353,31/08/2019,Helados,143,Cremoso,Manjar Nuez,Comestible,Invierno
10353,31/08/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Invierno
10354,31/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10355,31/08/2019,Bebidas,1551115247925,Redbull,Normal 250ml,Bebestible,Invierno
10356,31/08/2019,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Invierno
10356,31/08/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Invierno
10357,31/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10358,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10358,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10359,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10359,31/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10360,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10360,31/08/2019,Abarrotes,60,Toddy block,101g,Comestible,Invierno
10361,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10361,31/08/2019,Bebidas,1551115774257,Cachantun,Gasificada 500ml,Bebestible,Invierno
10362,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10362,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10362,31/08/2019,Abarrotes,1566837215529,Alfajor Bon o Bon,Blanco,Comestible,Invierno
10363,31/08/2019,Abarrotes,6,Capri,Sabor a Frutilla 30g,Comestible,Invierno
10363,31/08/2019,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Invierno
10363,31/08/2019,Abarrotes,9,Bon o Bon,Blanco,Comestible,Invierno
10363,31/08/2019,Abarrotes,1554753519474,Mini Triton,Chocolate,Comestible,Invierno
10363,31/08/2019,Abarrotes,1545155099782,Ramitas,original 42g,Comestible,Invierno
10364,31/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10365,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10366,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10366,31/08/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10366,31/08/2019,Abarrotes,66,Protein Bite,Chocolate&Crunch,Comestible,Invierno
10367,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10368,31/08/2019,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Invierno
10369,31/08/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Invierno
10370,31/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10371,31/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10372,31/08/2019,Bebidas,1551467970857,Jugo Watts,Manzana,Bebestible,Invierno
10373,31/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10374,31/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10375,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10375,31/08/2019,Abarrotes,89,Chicle Bigtime,Strong,Comestible,Invierno
10376,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10377,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10378,31/08/2019,Abarrotes,77,Barra Quaker,Chispas chocolate 20g,Comestible,Invierno
10378,31/08/2019,Helados,134,Relleno,Maracuyá leche condensada,Comestible,Invierno
10379,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10380,31/08/2019,Abarrotes,119,Snack Mix,Ramitas,Comestible,Invierno
10381,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10382,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10382,31/08/2019,Savory,1565293910028,Danky,21,Comestible,Invierno
10383,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10383,31/08/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10384,31/08/2019,Helados,145,Relleno,Frutilla Leche condensada,Comestible,Invierno
10384,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10385,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10386,31/08/2019,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Invierno
10386,31/08/2019,Abarrotes,130,Mini,Toddy,Comestible,Invierno
10387,31/08/2019,Helados,139,Cremoso,Chocolate Almendra,Comestible,Invierno
10387,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10388,31/08/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Invierno
10389,31/08/2019,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Invierno
10390,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10391,31/08/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Invierno
10392,31/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10393,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10394,31/08/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Invierno
10394,31/08/2019,Bebidas,109,Vitamin Water,Power-C,Bebestible,Invierno
10395,31/08/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10396,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10397,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10397,31/08/2019,Abarrotes,114,Lays,Corte americano 42g,Comestible,Invierno
10397,31/08/2019,Bebidas,104,Aquarius,Limonada 500ml,Bebestible,Invierno
10398,31/08/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10398,31/08/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10399,31/08/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Invierno
10399,31/08/2019,Accesorio auto,1545411641084,Renovador de neumatico,Spray 300ml,Accesorio Auto,Invierno
10400,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10400,31/08/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10401,31/08/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10402,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10403,31/08/2019,Abarrotes,66,Protein Bite,Chocolate&Crunch,Comestible,Invierno
10403,31/08/2019,Abarrotes,67,Protein Bite,Cookies&Cream,Comestible,Invierno
10404,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10405,31/08/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10406,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10407,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10407,01/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10408,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10408,01/09/2019,Café,39,Marley Coffe,Espresso,Bebestible,Invierno
10409,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10410,01/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10411,01/09/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Invierno
10412,01/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10413,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10414,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10414,01/09/2019,Café,41,Marley Coffe,Grande,Bebestible,Invierno
10415,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10416,01/09/2019,Abarrotes,77,Barra Quaker,Chispas chocolate 20g,Comestible,Invierno
10417,01/09/2019,Café,40,Marley Coffe,Mediano,Bebestible,Invierno
10417,01/09/2019,Abarrotes,90,Chicle Bigtime,Sandia,Comestible,Invierno
10417,01/09/2019,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Invierno
10418,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10419,01/09/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Invierno
10420,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
10421,01/09/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Invierno
